ID,rating,claim description,content,title,content type
724,FALSE,Media did not report on alleged vote-buying in Cavite,"#JonvicRemulla #Money #Politics


Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",ITO ANG HINDI INILABAS NG MEDIA: Mga TAUHAN ni Gov JONVIC REMULLA ARESTADO MATAPOS BUMILI NG BOTO!,Article
725,FALSE,Photo of Robredo receiving COVID-19 vaccine in Marikina,,,Article
726,FALSE,Sotto's anti-corruption award is an LP ploy,,,Article
727,FALSE,Marcos caravan pinarangalan ng Guinness bilang pinakamahaba sa Pilipinas,,,Article
728,FALSE,Nostradamus predicts Bongbong Marcos will lead Philippines in 2022,,,Article
729,FALSE,Nostradamus predicts Bongbong Marcos will lead Philippines in 2022,,,Article
730,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
731,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
732,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
733,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
734,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
735,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
736,FALSE,Claudine Barretto ‘dies on the spot’ from multiple gun shots in QC,,,Article
737,FALSE,61 ang mga grupo sa party list sa kasalukuyang Kongreso,,,Article
738,FALSE,61 ang mga grupo sa party list sa kasalukuyang Kongreso,,,Article
739,FALSE,Jet Li death hoax,,,Article
740,FALSE,"Ferdinand Marcos, Jose Rizal established World Bank","Alamin Ang: 

Kung paano naitatag ni Pangulong Ferdinand marcos at Jose Rizal ang Global Dept Facility.


#FerdinandMarcos
#MarcosGold


marcos and rizal,
marcos global dept facility,
Imelda marcos trial of the century,
ferdinand marcos world bank,
ferdinand marcos wealth,
ferdinand marcos hidden history,
ferdinand marcos plan,
ferdinand marcos documentary,
ferdinand e marcos biography,
ferdinand marcos family,
ferdinand marcos history tagalog,
ferdinand marcos legacy,
ferdinand marcos jr,
ferdinand marcos administration,
ferdinand marcos documentary tagalog,
ferdinand marcos explained,
ferdinand e marcos,
ferdinand marcos leadership,
ferdinand marcos net worth,
blueprint of ferdinand marcos,
ferdinand marcos regime,
ferdinand marcos true story,
imelda marcos senate hearing,
ferdinand marcos vs corazon aquino,
ferdinand marcos last will and testament,
monetary 1 ferdinand marcos,
ferdinand marcos bar top notcher,
federal reserve,
world bank,
bank of england,
international monetary fund,
european Central Bank,
bank of international settlements,
francis leo marcos,
ang mga ginto ni marcos,
gold


Maraming salamat Po🙏
God bless mga lods🙏
Stay safe🙏🥂

Support Our Small Channel🙏
PweDelie TV
https://www.youtube.com/channel/UCO5UBM9eLGajIgDnNL_XXyw

Related Channels 

Sangkay janjan tv 
What's viral today 
Pinoy mysteries 
Pinoy mystery channel 
iSportZone 
3B Hoops 
CongTV 
BruskoBros 
Alex Gonzaga 
Raffy Tulfo in Action 
Akosi Dogie 
CHoOx TV 
Ja Mill 
Mark Reyes
Kaalaman 
ClarkTv facts 
Historya Channel 
Ask teacher popong 
ArchLight media 
Dalton Channel 
Pananaw 
Tinagalog 
Tinig PH 
Gazebo 
Leon mata Tibi 
Jp Amazing stories 
Madam info 
Kwentong tagalog 
Alam nyo ba to? 
Alam mo ba? 
Alamin mo 

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. No Copyright infringement intended. ALL RIGHT BELONG TO THEIR RESPECTIVE OWNERS",ANG PAGTATAG NI PANGULONG FERDINAND MARCOS AT JOSE RIZAL NG GLOBAL DEPT FACILITY,Article
741,FALSE,"Ferdinand Marcos, Jose Rizal established World Bank",,,Article
742,FALSE,Mababa ang bill ng kuryente sa Ilocos Norte dahil kay Bongbong Marcos,,,Article
743,FALSE,Ferdinand Marcos' Letter of Instruction for Bagong Lipunan currency,,,Article
744,FALSE,Duterte orders Smartmatic to be replaced as VCM provider,,,Article
745,FALSE,Senate promotes Ivermectin as COVID-19 treatment,,,Article
746,FALSE,Putin expresses support for Bongbong Marcos’ candidacy,,,Article
747,FALSE,,"#Kapamilya #AbsCbn #Franchise 
Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

BREAKING NEWS: ABS-CBN KUMPIRMADONG MAIPAPASARA NA! |MGA CONGRESSMAN PABOR SA PAGSASARA NG ABSCBN!

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",BREAKING NEWS: KORTE IBINASURA NA ang FRANCHISE Renewal ng ABS-CBN| LEAKED VOTE DOCUMENTS INILABAS!!,Article
748,FALSE,Duterte fires Lacson,Latest news in the Philippines,"BREAKING NEWS TODAY MARCH 22, 2021 PRES DUTERTE MALACANANG SINIBAK SI LACSON",Article
749,FALSE,Duterte fires Lacson,,,Article
750,FALSE,Duterte declares revolutionary government,,,Article
751,FALSE,Richard Gomez in critical condition after road crash,,,Article
752,FALSE,Richard Gomez in critical condition after road crash,,,Article
753,FALSE,Richard Gomez in critical condition after road crash,,,Article
754,FALSE,Richard Gomez in critical condition after road crash,,,Article
755,FALSE,Taliban supports Bongbong Marcos’ presidential bid for 2022,,,Article
756,FALSE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Article
757,FALSE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Article
758,FALSE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Article
759,FALSE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Article
760,FALSE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Article
761,FALSE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Article
762,FALSE,11 congressmen in favor of ABS-CBN franchise renewal bribed P200 million,"ETO ang mga NASUHULAN NA CONGRESSMAN NG ABS CBN! ""200 MILLION PARA PABORAN ANG KAPAMILYA"" 

PHILIPPINES BREAKING NEWS is about selected video clips of latest news, speeches and interviews of President Rody Duterte, and a news vlog magazine where you can find latest news and crucial updates happening in the Philippines – 24 Oras

IF YOU LIKE THIS VIDEO PLEASE GIVE US A THUMBS UP
FOR MORE UPDATES PLEASE SUBSCRIBE THANK YOU 
https://www.youtube.com/channel/UCdovBnkW08BiVy5N7sDEBZg?sub_confirmation=1

WE ADDED OUR UNIQUE VALUE ON EVERY VIDEOS WE MADEE , INCLUDING THIS ONE THROUGH OUR OWN COMMENTARY AND VISUAL PRESENCE.

We do our responsibility to share what's happening in the Philippines 24/7.

#TrendingNews #Duterte #ProtectThePresident
#Duterte #duterteatiskomoreno #digongduterte #digongbonggo #bonggo #batodelarosa #senateph #trendinglatestnews #latestnews #trending! #watchthis #latestnewstoday #trendingnewstonight #Yorme #Isko #Moreno #iskomoreno #francescomoreno #phlippines #philippinenews #philippineissue #goodnews #politic #philippinepolitics #changeiscoming #dutere #duterteadministration #duterteadmin #pagbabago #hukbongpagbabago #thebest #specialpower #mayorvicosotto #mochauson #tulfo #manilaUpdates #du30 #Breaking #Trending #ProtectDuterte

DILG
Trending
Viral Video
Francis Leo Marcos
Marcos
ABS-CBN
GMA
TV Patrol
Latest news
Latest balita
24 oras
Unang Hirit
Umagang kay Ganda
Duterte
Mayor Isko Moreno
Challenge accepted
Mayor Vico
Mayor joy belmonte
Joy Belmonte
Isko Moreno","ETO ang mga NASUHULAN NA CONGRESSMAN NG ABS CBN! ""200 MILLION PARA PABORAN ANG KAPAMILYA""",Article
763,FALSE,Japanese gov't publication reported Duterte's highest rating among Asian leaders,,,Article
764,FALSE,"Justice Leonen impeached, Bongbong Marcos wins electoral protest","WATCH THE LATEST NEWS AND BREAKING NEWS TODAY

Subscribe for more news Update 
https://www.youtube.com/channel/UCrznVzuqm1Z6TKAPYOIS6Sw/

PHILIPPINES TRENDING NEWS is about selected video clips of latest news, speeches and interviews of President Rody Duterte, and a news vlog magazine where you can find latest news and crucial updates happening in the Philippines 

WE ADDED OUR UNIQUE VALUE ON EVERY VIDEOS WE MADE , INCLUDING THIS ONE THROUGH OUR OWN COMMENTARY AND VISUAL PRESENCE. 

We do our responsibility to share what's happening in the Philippines 
#TrendingNews#Duterte
#ProtectThePresident #PhilippinesTrendingNews

COPYRIGHT DISCLAIMER: Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. 

(NO COPYRIGHT INTENTIONS, FOR SUPPORT AND EDUCATIONAL PURPOSES ONLY)

Mabuhay Pilipinas kong Mahal. To God Be The Glory.

BANAT BY
DDS NEWS
BANAT NEWS TV
BANAT BALITA
SEN.BONG GO
BONGBONG MARCOS
LENI ROBREDO
MANNY PACQUIAO
MAYOR SARA DUTERTE
MAYOR ISKO MORENO
CONG.MARCOLETA",JUST IN : PRES DUTERTE SAWAKAS! PANALO nasi MARCOS VELASCO vs JUSTICE LEONEN IMPEACH NA LENI SIBAKIN,Article
765,FALSE,"Online registration for P4,000 pandemic aid from DSWD",,,Article
766,FALSE,Marcos family owns a 'million tons of gold',"PROMOTION
KUMITA GAMIT ANG INTERNET (EARN ONLINE) https://tinyurl.com/yae9pm56
HOW TO EARN MONEY ONLINE https://tinyurl.com/yae9pm56
LEARN TO EARN $100 OR MORE A DAY ONLINE https://tinyurl.com/yae9pm56

IS THE PHILIPPINES REALLY THE RICHEST COUNTRY IN THE WORLD? HOW MUCH IS THE MARCOS WEALTH? NOBODY KNOWS EXACTLY BUT FOREIGN SOURCES SAYS IT COULD REACH MORE THAN TRILLIONS OF DOLLARS AND EVEN FORMER FIRST LADY IMELDA MARCOS STATE THAT IT COULD SAVE NOT JUST THE PHILIPPINES BUT THE WORLD. ALLEGATIONS ARE MADE THAT AT LEAST A MILLION METRIC TONS OF GOLD THAT FERDINAND MARCOS AMMASSED IN HIS LONG GOLD TRADING IS NOW STILL SITTING IN THE PHILIPPINES AND WITH MORE THAN 900 CASES FILED AGAINST THE MARCOS FAMILY, THESE WEALTH CANNOT BE RELEASED AND USE FOR THE BENEFIT OF HUMANITY.

RECENTLY NEWS BROKE OUT THAT THE MARCOS FAMILY REACHED OUT TO PRESIDENT RODRIGO DUTERTE OFFERING TO RELEASE PART OF THIS WEALTH TO HELP HIS ADMINISTRATION BUT ANTI MARCOS PERSONALITIES ARE QUICK TO RESPONSE IN THE SOCIAL MEDIA CLAIMING THAT SUCH MOVE IS AN ADMITTANCE OF GUILT THAT THESE ARE ILL GOTTEN WEALTH FROM THE COUNTRY. STILL THE MARCOS FAMILY INSIST THAT THESE WEALTH WAS HISTORICALY WITH THEM LONG BEFORE FERDINAND MARCOS BECAME PRESIDENT OF THE PHILIPPINES.",Marcos had millions of tons of gold worth US$987 billion dollars,Article
767,FALSE,No resignation announcement from Trillanes,,,Article
768,FALSE,No resignation announcement from Trillanes,,,Article
769,FALSE,No resignation announcement from Trillanes,,,Article
770,FALSE,No resignation announcement from Trillanes,,,Article
771,FALSE,No resignation announcement from Trillanes,,,Article
772,FALSE,Russian university completes clinical trials for world's first COVID-19 vaccine,,,Article
773,FALSE,"Supreme Court affirms ABS-CBN guilty, shuts down network","#AbsCbn #Kapamilya #Franchise
Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",BREAKING NEWS: KORTE NANINDIGAN na GUILTY ang ABSCBN sa PATONG PATONG NA KASO!| GOODBYE ABS-CBN NA!,Article
774,FALSE,CCTV footage shows woman in ‘lugaw’ incident gunned down,,,Article
775,FALSE,Robredo bans police from carrying firearms during anti-drug ops,,,Article
776,FALSE,Ivermectin approved as COVID-19 cure in the Philippines,,,Article
777,FALSE,Ivermectin approved as COVID-19 cure in the Philippines,Subscribe for more latest news in the Philippines,GOOD NEWS! PRES DUTERTE IVERMECTIN APPROBADO MIKE DEFENSOR UMINOM GUMALING,Article
778,FALSE,Ivermectin approved as COVID-19 cure in the Philippines,,"BREAKING NEWS APRIL 06, 2021 SA WAKAS IVERMECTIN APPROVED NA NG FDA MIKE DEFENSOR PRES DUTERTE",Article
779,FALSE,Ivermectin approved as COVID-19 cure in the Philippines,"ITO NA ANG PINAKA-HIHINTAY NATIN PDU30 GOOD NEWS CONG. DEFENSOR RAFFY TULFO IVERMECTIN APROBADO NA

FOR MORE UPDATES PLEASE SUBSCRIBE THANK YOU
https://youtu.be/Sk2vObYMGaw
IF YOU LIKE THIS VIDEO PLEASE GIVE US A THUMBS UP

COPYRIGHT DISCLAIMER: 
Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.

(NO COPYRIGHT INTENTIONS, FOR SUPPORT AND EDUCATIONAL PURPOSES ONLY)

If you have request or suggestion don't hesitate to contact us God bless the Philippines.
PEACE",ITO NA ANG PINAKA-HIHINTAY NATIN PDU30 GOOD NEWS CONG. DEFENSOR RAFFY TULFO IVERMECTIN APROBADO NA,Article
780,FALSE,No bodies of '51 dead foreigners' retrieved from Boracay,,,Article
781,FALSE,US senator defends Duterte from opposition's 'fake news',,,Article
782,FALSE,Makabayan bloc wants garbage collected returned to Manila Bay,,,Article
783,FALSE,"Locsin says Robredo not essential, not a loss to PH",,,Article
784,FALSE,"Locsin says Robredo not essential, not a loss to PH",,,Article
785,FALSE,Fake details on priest's wallet with '2 condoms',,,Article
786,FALSE,Fake details on priest's wallet with '2 condoms',,,Article
787,FALSE,Bongbong Marcos back in Malacañang Palace,,,Article
788,FALSE,"DSWD gives away P10,000, 1 sack of rice for Christmas",,,Article
789,FALSE,"‘Pope Francis called Duterte a blessing, a good leader’",,,Article
790,FALSE,"P5,000 monthly allowance for solo parents, housewives",,,Article
791,FALSE,,"Did Soc Villegas just become God’s spokesperson? He claims God wants you not to support Duterte’s choices. Villegas’ video earned the ire of many netizens especially because the church official has remained mum on the issue of child sexual abuses committed by the clergy, an organization he basically leads. God’s spokesperson? Soc Villegas claims God […]",God's spokesperson? Soc Villegas claims God wants you not to support Duterte's candidates,Article
792,FALSE,,Did Soc Villegas just become God's spokesperson? He claims God wants you not to support Duterte's choices. Villegas' video e...,God's spokesperson? Soc Villegas claims God wants you not to support Duterte's candidates,Article
793,FALSE,Sinabi ni Robredo na binayaran ang mga sumama sa Marcos caravan,,,Article
